gender,Age,quantity,payment_method,w,Arrival_Time,Start_Time,Finish_Time,Wait_Time,Queue_Length,Counter_Number,Day
Female,37,18,Cash,2021-01-05,12:13:00,12:50:00,12:55:00,0 days 00:37:00,8,1,Tuesday
Female,19,17,Credit Card,2021-01-05,12:15:00,12:50:00,12:55:00,0 days 00:35:00,6,3,Tuesday
Female,48,20,Credit Card,2021-01-05,12:17:00,12:55:00,13:00:00,0 days 00:38:00,8,1,Tuesday
Male,39,17,Credit Card,2021-01-05,12:18:00,12:55:00,13:00:00,0 days 00:37:00,7,3,Tuesday
Male,46,19,Cash,2021-01-05,12:19:00,12:57:00,13:02:00,0 days 00:38:00,6,2,Tuesday
Female,56,16,Credit Card,2021-01-05,12:19:00,13:00:00,13:04:00,0 days 00:41:00,9,1,Tuesday
Female,31,23,Cash,2021-01-05,12:20:00,13:00:00,13:05:00,0 days 00:40:00,7,3,Tuesday
Male,47,19,Cash,2021-01-05,12:20:00,13:02:00,13:07:00,0 days 00:42:00,7,2,Tuesday
Female,15,24,Credit Card,2021-01-05,12:20:00,13:05:00,13:10:00,0 days 00:45:00,8,3,Tuesday
Female,47,25,Cash,2021-01-05,16:31:00,16:31:00,16:36:00,0 days 00:00:00,0,1,Tuesday
Male,49,20,Credit Card,2021-01-05,16:33:00,16:33:00,16:37:00,0 days 00:00:00,0,2,Tuesday
Male,42,14,Credit Card,2021-01-05,16:35:00,16:35:00,16:39:00,0 days 00:00:00,0,3,Tuesday
Female,29,17,Cash,2021-01-05,16:38:00,16:38:00,16:42:00,0 days 00:00:00,0,1,Tuesday
Male,34,20,Cash,2021-01-05,16:45:00,16:45:00,16:41:00,0 days 00:00:00,0,1,Tuesday
Male,60,28,Debit Card,2021-01-05,16:51:00,16:51:00,16:59:00,0 days 00:00:00,0,1,Tuesday
Female,62,15,Cash,2021-01-05,16:53:00,16:53:00,16:57:00,0 days 00:00:00,0,2,Tuesday
Female,40,18,Cash,2021-01-05,16:55:00,16:55:00,16:59:00,0 days 00:00:00,0,3,Tuesday
Male,29,14,Debit Card,2021-01-05,16:56:00,16:57:00,17:01:00,0 days 00:01:00,1,2,Tuesday
Male,65,30,Debit Card,2021-01-05,16:56:00,16:59:00,17:07:00,0 days 00:03:00,1,1,Tuesday
Female,24,12,Debit Card,2021-01-05,17:04:00,17:04:00,17:04:00,0 days 00:00:00,0,2,Tuesday
Male,23,19,Cash,2021-01-05,17:06:00,17:06:00,17:11:00,0 days 00:00:00,0,3,Tuesday
Female,41,18,Credit Card,2021-01-05,17:08:00,17:08:00,17:11:00,0 days 00:00:00,0,1,Tuesday
Female,62,26,Credit Card,2021-01-05,17:09:00,17:09:00,17:15:00,0 days 00:00:00,0,2,Tuesday
Female,37,10,Cash,2021-01-05,17:11:00,17:11:00,17:14:00,0 days 00:00:00,0,1,Tuesday
Female,32,17,Credit Card,2021-01-05,17:11:00,17:11:00,17:16:00,0 days 00:00:00,0,3,Tuesday
Female,63,29,Debit Card,2021-01-05,17:15:00,17:15:00,17:23:00,0 days 00:00:00,0,1,Tuesday
Female,58,10,Credit Card,2021-01-05,17:15:00,17:15:00,17:18:00,0 days 00:00:00,0,2,Tuesday
Female,23,30,Debit Card,2021-01-05,17:17:00,17:17:00,17:25:00,0 days 00:00:00,0,3,Tuesday
Female,24,15,Credit Card,2021-01-05,17:18:00,17:18:00,17:22:00,0 days 00:00:00,0,2,Tuesday
Male,19,19,Credit Card,2021-01-05,17:19:00,17:22:00,17:27:00,0 days 00:03:00,1,2,Tuesday
Male,64,17,Credit Card,2021-01-05,17:20:00,17:23:00,17:27:00,0 days 00:03:00,1,1,Tuesday
Female,49,10,Credit Card,2021-01-05,17:21:00,17:25:00,17:28:00,0 days 00:04:00,1,3,Tuesday
Male,30,25,Debit Card,2021-01-05,17:32:00,17:32:00,17:39:00,0 days 00:00:00,0,1,Tuesday
Female,38,14,Credit Card,2021-01-05,17:35:00,17:35:00,17:39:00,0 days 00:00:00,0,2,Tuesday
Female,40,11,Credit Card,2021-01-05,17:36:00,17:36:00,17:39:00,0 days 00:00:00,0,3,Tuesday
Female,31,23,Cash,2021-01-05,18:33:00,18:33:00,18:39:00,0 days 00:00:00,0,1,Tuesday
Female,48,26,Credit Card,2021-01-05,18:35:00,18:35:00,18:42:00,0 days 00:00:00,0,2,Tuesday
Male,51,30,Cash,2021-01-05,18:36:00,18:36:00,18:44:00,0 days 00:00:00,0,3,Tuesday
Male,27,11,Cash,2021-01-05,18:38:00,18:39:00,18:43:00,0 days 00:01:00,1,1,Tuesday
Male,31,11,Credit Card,2021-01-05,18:40:00,18:42:00,18:45:00,0 days 00:02:00,1,2,Tuesday
Female,57,22,Cash,2021-01-05,18:41:00,18:43:00,18:49:00,0 days 00:02:00,1,1,Tuesday
Male,25,20,Credit Card,2021-01-05,18:42:00,18:44:00,18:49:00,0 days 00:02:00,1,3,Tuesday
Female,29,20,Credit Card,2021-01-05,18:47:00,18:47:00,18:52:00,0 days 00:00:00,0,2,Tuesday
Male,62,30,Credit Card,2021-01-05,18:48:00,18:49:00,18:57:00,0 days 00:01:00,1,1,Tuesday
Male,19,26,Debit Card,2021-01-05,18:49:00,18:49:00,18:54:00,0 days 00:00:00,0,3,Tuesday
Male,30,27,Credit Card,2021-01-05,18:52:00,18:52:00,18:59:00,0 days 00:00:00,0,2,Tuesday
Male,13,21,Credit Card,2021-01-05,18:53:00,18:54:00,18:58:00,0 days 00:01:00,1,3,Tuesday
Female,54,22,Credit Card,2021-01-05,18:56:00,18:57:00,19:02:00,0 days 00:01:00,1,1,Tuesday
Female,52,23,Credit Card,2021-01-05,18:57:00,18:58:00,19:04:00,0 days 00:01:00,1,3,Tuesday
Female,22,28,Debit Card,2021-01-05,19:01:00,19:01:00,19:09:00,0 days 00:00:00,0,2,Tuesday
Male,36,29,Debit Card,2021-01-05,19:01:00,19:02:00,19:10:00,0 days 00:01:00,1,1,Tuesday
Female,16,23,Cash,2021-01-05,19:04:00,19:04:00,19:09:00,0 days 00:00:00,0,3,Tuesday
Male,25,18,Cash,2021-01-05,19:07:00,19:09:00,19:14:00,0 days 00:02:00,1,2,Tuesday
Female,29,13,Credit Card,2021-01-05,19:09:00,19:09:00,19:14:00,0 days 00:00:00,0,3,Tuesday
Male,59,12,Cash,2021-01-06,11:03:00,11:03:00,11:08:00,0 days 00:00:00,0,1,Wednesday
Female,37,22,Cash,2021-01-06,11:04:00,11:04:00,11:10:00,0 days 00:00:00,0,2,Wednesday
Male,20,13,Debit Card,2021-01-06,11:04:00,11:04:00,11:08:00,0 days 00:00:00,0,3,Wednesday
Male,64,16,Credit Card,2021-01-06,11:05:00,11:08:00,11:13:00,0 days 00:03:00,1,1,Wednesday
Male,61,19,Cash,2021-01-06,11:07:00,11:08:00,11:14:00,0 days 00:01:00,1,3,Wednesday
Female,15,27,Debit Card,2021-01-06,11:07:00,11:10:00,11:17:00,0 days 00:03:00,1,2,Wednesday
Female,39,17,Cash,2021-01-06,11:08:00,11:13:00,11:18:00,0 days 00:05:00,2,1,Wednesday
Male,22,14,Debit Card,2021-01-06,11:16:00,11:16:00,11:20:00,0 days 00:00:00,0,3,Wednesday
Female,63,16,Debit Card,2021-01-06,11:16:00,11:17:00,11:23:00,0 days 00:01:00,1,2,Wednesday
Female,18,29,Debit Card,2021-01-06,11:17:00,11:18:00,11:25:00,0 days 00:01:00,1,1,Wednesday
Male,22,15,Cash,2021-01-06,11:17:00,11:20:00,11:26:00,0 days 00:03:00,1,3,Wednesday
Male,41,26,Debit Card,2021-01-06,11:18:00,11:23:00,11:30:00,0 days 00:05:00,1,2,Wednesday
Male,56,23,Credit Card,2021-01-06,11:18:00,11:25:00,11:31:00,0 days 00:07:00,2,1,Wednesday
Female,41,15,Credit Card,2021-01-06,11:19:00,11:26:00,11:30:00,0 days 00:07:00,2,3,Wednesday
Female,32,15,Cash,2021-01-06,11:19:00,11:30:00,11:36:00,0 days 00:11:00,2,2,Wednesday
Female,21,12,Credit Card,2021-01-06,11:20:00,11:30:00,11:34:00,0 days 00:10:00,3,3,Wednesday
Female,23,15,Credit Card,2021-01-06,11:20:00,11:31:00,11:35:00,0 days 00:11:00,2,1,Wednesday
Male,63,11,Cash,2021-01-06,11:21:00,11:34:00,11:39:00,0 days 00:13:00,3,3,Wednesday
Male,63,30,Credit Card,2021-01-06,11:21:00,11:35:00,11:42:00,0 days 00:14:00,3,1,Wednesday
Female,16,20,Debit Card,2021-01-06,11:21:00,11:36:00,11:41:00,0 days 00:15:00,3,2,Wednesday
Female,31,28,Cash,2021-01-06,11:22:00,11:39:00,11:45:00,0 days 00:17:00,4,3,Wednesday
Female,39,12,Cash,2021-01-06,11:47:00,11:47:00,11:51:00,0 days 00:00:00,0,1,Wednesday
Female,50,17,Debit Card,2021-01-06,11:47:00,11:47:00,11:53:00,0 days 00:00:00,0,2,Wednesday
Male,54,13,Debit Card,2021-01-06,11:49:00,11:49:00,11:54:00,0 days 00:00:00,0,3,Wednesday
Female,14,10,Credit Card,2021-01-06,11:50:00,11:51:00,11:54:00,0 days 00:01:00,1,1,Wednesday
Female,25,17,Credit Card,2021-01-06,11:53:00,11:53:00,11:58:00,0 days 00:00:00,0,2,Wednesday
Female,45,18,Credit Card,2021-01-06,11:53:00,11:54:00,11:59:00,0 days 00:00:00,0,1,Wednesday
Female,30,12,Cash,2021-01-06,11:56:00,11:56:00,12:00:00,0 days 00:00:00,0,3,Wednesday
Male,32,18,Cash,2021-01-06,11:57:00,11:58:00,12:04:00,0 days 00:01:00,1,2,Wednesday
Female,39,11,Credit Card,2021-01-06,12:02:00,12:02:00,12:06:00,0 days 00:00:00,0,1,Wednesday
Male,16,29,Credit Card,2021-01-06,12:05:00,12:05:00,12:11:00,0 days 00:00:00,0,2,Wednesday
Female,57,28,Credit Card,2021-01-06,12:05:00,12:05:00,12:13:00,0 days 00:00:00,0,3,Wednesday
Female,60,25,Debit Card,2021-01-06,12:05:00,12:06:00,12:14:00,0 days 00:01:00,1,1,Wednesday
Female,21,16,Credit Card,2021-01-06,12:06:00,12:11:00,12:16:00,0 days 00:05:00,1,2,Wednesday
Male,32,21,Credit Card,2021-01-06,12:06:00,12:13:00,12:19:00,0 days 00:07:00,1,3,Wednesday
Male,26,10,Cash,2021-01-06,12:09:00,12:14:00,12:18:00,0 days 00:05:00,1,1,Wednesday
Female,50,11,Credit Card,2021-01-06,12:09:00,12:16:00,12:20:00,0 days 00:07:00,2,2,Wednesday
Female,19,30,Cash,2021-01-06,12:10:00,12:18:00,12:25:00,0 days 00:08:00,2,1,Wednesday
Male,33,14,Cash,2021-01-06,12:11:00,12:19:00,12:22:00,0 days 00:08:00,2,3,Wednesday
Female,28,13,Debit Card,2021-01-06,12:11:00,12:20:00,12:23:00,0 days 00:09:00,3,2,Wednesday
Female,51,22,Debit Card,2021-01-06,12:34:00,12:34:00,12:40:00,0 days 00:00:00,0,1,Wednesday
Female,31,30,Cash,2021-01-06,12:36:00,12:36:00,12:43:00,0 days 00:00:00,0,2,Wednesday
Female,43,29,Debit Card,2021-01-06,12:36:00,12:36:00,12:44:00,0 days 00:00:00,0,3,Wednesday
Male,19,24,Credit Card,2021-01-06,12:39:00,12:40:00,12:45:00,0 days 00:01:00,1,1,Wednesday
Male,21,19,Cash,2021-01-06,12:40:00,12:43:00,12:48:00,0 days 00:03:00,1,2,Wednesday
Female,16,16,Credit Card,2021-01-06,12:40:00,12:44:00,12:48:00,0 days 00:04:00,1,3,Wednesday
Female,14,16,Debit Card,2021-01-06,12:40:00,12:45:00,12:49:00,0 days 00:05:00,2,1,Wednesday
Male,43,14,Cash,2021-01-06,12:41:00,12:48:00,12:53:00,0 days 00:07:00,2,2,Wednesday
Male,62,18,Debit Card,2021-01-06,12:45:00,12:48:00,12:54:00,0 days 00:03:00,1,3,Wednesday
Male,58,28,Cash,2021-01-06,12:45:00,12:49:00,12:58:00,0 days 00:04:00,2,1,Wednesday
Male,13,20,Credit Card,2021-01-06,12:47:00,12:53:00,12:58:00,0 days 00:06:00,2,2,Wednesday
Male,38,13,Cash,2021-01-06,12:47:00,12:54:00,12:59:00,0 days 00:07:00,2,3,Wednesday
Female,17,21,Cash,2021-01-06,12:49:00,12:58:00,13:05:00,0 days 00:09:00,2,1,Wednesday
Male,26,20,Debit Card,2021-01-06,12:50:00,12:58:00,13:03:00,0 days 00:08:00,2,2,Wednesday
Female,29,26,Credit Card,2021-01-06,16:01:00,16:01:00,16:08:00,0 days 00:00:00,0,1,Wednesday
Male,60,28,Cash,2021-01-06,16:05:00,16:05:00,16:14:00,0 days 00:00:00,0,2,Wednesday
Male,46,14,Debit Card,2021-01-06,16:05:00,16:05:00,16:10:00,0 days 00:00:00,0,3,Wednesday
Female,38,17,Credit Card,2021-01-06,16:21:00,16:21:00,16:26:00,0 days 00:00:00,0,1,Wednesday
Male,28,26,Credit Card,2021-01-06,16:23:00,16:23:00,16:30:00,0 days 00:00:00,0,2,Wednesday
Male,61,18,Cash,2021-01-06,16:23:00,16:23:00,16:29:00,0 days 00:00:00,0,3,Wednesday
Female,61,29,Debit Card,2021-01-06,16:25:00,16:26:00,16:34:00,0 days 00:03:00,1,1,Wednesday
Male,63,25,Credit Card,2021-01-06,16:28:00,16:29:00,16:37:00,0 days 00:01:00,1,3,Wednesday
Female,19,14,Credit Card,2021-01-06,16:29:00,16:30:00,16:34:00,0 days 00:01:00,1,2,Wednesday
Female,35,25,Cash,2021-01-06,16:30:00,16:34:00,16:42:00,0 days 00:04:00,1,1,Wednesday
Female,46,24,Cash,2021-01-06,16:31:00,16:34:00,16:41:00,0 days 00:03:00,1,2,Wednesday
Male,63,29,Credit Card,2021-01-06,16:33:00,16:37:00,16:45:00,0 days 00:04:00,1,3,Wednesday
Male,46,18,Cash,2021-01-06,16:35:00,16:41:00,16:46:00,0 days 00:06:00,1,2,Wednesday
Male,40,30,Credit Card,2021-01-06,16:38:00,16:42:00,16:49:00,0 days 00:04:00,1,1,Wednesday
Female,32,12,Credit Card,2021-01-06,16:45:00,16:45:00,16:48:00,0 days 00:00:00,0,3,Wednesday
Female,14,26,Credit Card,2021-01-06,16:51:00,16:51:00,16:57:00,0 days 00:00:00,0,1,Wednesday
Female,13,15,Cash,2021-01-06,16:53:00,16:53:00,16:58:00,0 days 00:00:00,0,2,Wednesday
Male,13,14,Cash,2021-01-06,16:55:00,16:55:00,17:00:00,0 days 00:00:00,0,3,Wednesday
Female,32,29,Debit Card,2021-01-06,16:56:00,16:57:00,17:05:00,0 days 00:01:00,1,1,Wednesday
Male,53,20,Debit Card,2021-01-06,16:56:00,16:58:00,17:04:00,0 days 00:02:00,1,2,Wednesday
Female,27,29,Debit Card,2021-01-06,17:04:00,17:04:00,17:12:00,0 days 00:00:00,0,3,Wednesday
Male,49,20,Cash,2021-01-06,17:06:00,17:06:00,17:12:00,0 days 00:00:00,0,1,Wednesday
Female,21,30,Credit Card,2021-01-06,17:08:00,17:08:00,17:15:00,0 days 00:00:00,0,2,Wednesday
Female,63,16,Credit Card,2021-01-06,17:09:00,17:12:00,17:19:00,0 days 00:03:00,1,1,Wednesday
Male,53,12,Cash,2021-01-06,17:11:00,17:12:00,17:18:00,0 days 00:01:00,1,3,Wednesday
Female,27,22,Credit Card,2021-01-06,18:22:00,18:22:00,18:27:00,0 days 00:00:00,0,1,Wednesday
Female,29,18,Credit Card,2021-01-06,18:22:00,18:22:00,18:27:00,0 days 00:00:00,0,2,Wednesday
Female,41,22,Cash,2021-01-06,18:25:00,18:25:00,18:31:00,0 days 00:00:00,0,3,Wednesday
Male,42,20,Credit Card,2021-01-06,18:27:00,18:27:00,18:33:00,0 days 00:00:00,0,1,Wednesday
Female,39,27,Credit Card,2021-01-06,18:28:00,18:28:00,18:35:00,0 days 00:00:00,0,2,Wednesday
Female,56,29,Credit Card,2021-01-06,18:33:00,18:33:00,18:41:00,0 days 00:00:00,0,3,Wednesday
Male,17,24,Cash,2021-01-06,18:35:00,18:35:00,18:42:00,0 days 00:00:00,0,1,Wednesday
Male,21,26,Credit Card,2021-01-06,18:36:00,18:36:00,18:43:00,0 days 00:00:00,0,2,Wednesday
Male,20,20,Cash,2021-01-06,18:38:00,18:41:00,18:46:00,0 days 00:03:00,1,3,Wednesday
Male,54,29,Cash,2021-01-06,18:40:00,18:42:00,18:51:00,0 days 00:02:00,1,1,Wednesday
Male,32,10,Credit Card,2021-01-06,18:41:00,18:43:00,18:46:00,0 days 00:02:00,1,2,Wednesday
Male,53,14,Cash,2021-01-06,18:42:00,18:46:00,18:51:00,0 days 00:04:00,1,3,Wednesday
Male,36,22,Credit Card,2021-01-06,18:47:00,18:47:00,18:52:00,0 days 00:00:00,0,2,Wednesday
Female,32,13,Cash,2021-01-06,18:48:00,18:51:00,18:55:00,0 days 00:03:00,1,1,Wednesday
Male,57,22,Cash,2021-01-06,18:49:00,18:51:00,18:58:00,0 days 00:02:00,1,3,Wednesday
Female,54,27,Credit Card,2021-01-06,18:52:00,18:52:00,18:59:00,0 days 00:00:00,0,2,Wednesday
Female,59,28,Credit Card,2021-01-06,18:53:00,18:55:00,19:03:00,0 days 00:02:00,1,1,Wednesday
Female,65,18,Credit Card,2021-01-06,18:56:00,18:58:00,19:04:00,0 days 00:02:00,1,3,Wednesday
Male,30,21,Cash,2021-01-06,18:57:00,18:59:00,19:05:00,0 days 00:02:00,1,2,Wednesday
Female,31,15,Debit Card,2021-01-06,19:01:00,19:03:00,19:07:00,0 days 00:02:00,1,1,Wednesday
Male,29,12,Cash,2021-01-06,19:01:00,19:04:00,19:08:00,0 days 00:03:00,1,3,Wednesday
Female,22,16,Cash,2021-01-06,19:04:00,19:05:00,19:10:00,0 days 00:01:00,1,2,Wednesday
Female,42,22,Cash,2021-01-06,19:07:00,19:07:00,19:14:00,0 days 00:00:00,0,1,Wednesday
Female,39,10,Debit Card,2021-01-06,19:09:00,19:09:00,19:13:00,0 days 00:00:00,0,3,Wednesday
Male,61,15,Cash,2021-01-06,19:10:00,19:10:00,19:15:00,0 days 00:00:00,0,2,Wednesday
Female,54,28,Cash,2021-01-06,19:12:00,19:13:00,19:20:00,0 days 00:01:00,1,3,Wednesday
Male,42,27,Credit Card,2021-01-06,19:13:00,19:14:00,19:21:00,0 days 00:01:00,1,1,Wednesday
Female,54,14,Credit Card,2021-01-06,19:25:00,19:25:00,19:30:00,0 days 00:00:00,0,1,Wednesday
Female,58,23,Credit Card,2021-01-06,19:28:00,19:28:00,19:34:00,0 days 00:00:00,0,2,Wednesday
Male,44,14,Debit Card,2021-01-06,19:28:00,19:28:00,19:32:00,0 days 00:00:00,0,3,Wednesday
Female,58,15,Cash,2021-01-06,19:31:00,19:31:00,19:36:00,0 days 00:00:00,0,1,Wednesday
Male,48,28,Cash,2021-01-06,19:34:00,19:34:00,19:42:00,0 days 00:00:00,0,2,Wednesday
Female,44,30,Debit Card,2021-01-06,19:41:00,19:41:00,19:49:00,0 days 00:00:00,0,3,Wednesday
Female,54,18,Cash,2021-01-06,19:42:00,19:42:00,19:48:00,0 days 00:00:00,0,1,Wednesday
Male,32,13,Credit Card,2021-01-06,19:42:00,19:42:00,19:46:00,0 days 00:00:00,0,2,Wednesday
Male,27,13,Credit Card,2021-01-06,19:42:00,19:46:00,19:50:00,0 days 00:04:00,2,2,Wednesday
Female,18,14,Cash,2021-01-06,19:46:00,19:48:00,19:52:00,0 days 00:02:00,1,1,Wednesday
Male,45,26,Credit Card,2021-01-06,19:49:00,19:49:00,19:56:00,0 days 00:00:00,0,3,Wednesday
Male,28,11,Cash,2021-01-06,19:50:00,19:50:00,19:54:00,0 days 00:00:00,0,2,Wednesday
Male,49,11,Cash,2021-01-06,19:51:00,19:52:00,19:57:00,0 days 00:01:00,1,1,Wednesday
Female,53,23,Cash,2021-01-06,19:54:00,19:54:00,20:01:00,0 days 00:00:00,0,2,Wednesday
Female,62,23,Cash,2021-01-06,19:58:00,19:58:00,20:05:00,0 days 00:00:00,0,1,Wednesday
Male,41,11,Credit Card,2021-01-06,19:58:00,19:58:00,20:02:00,0 days 00:00:00,0,3,Wednesday
Female,40,12,Credit Card,2021-01-06,20:00:00,20:01:00,20:05:00,0 days 00:01:00,1,2,Wednesday
Female,38,13,Credit Card,2021-01-06,20:10:00,20:10:00,20:14:00,0 days 00:00:00,0,1,Wednesday
Female,55,11,Credit Card,2021-01-06,20:11:00,20:11:00,20:15:00,0 days 00:00:00,0,2,Wednesday
Male,37,30,Cash,2021-01-06,20:30:00,20:30:00,20:38:00,0 days 00:00:00,0,3,Wednesday
Female,60,18,Cash,2021-01-07,11:03:00,11:03:00,11:09:00,0 days 00:00:00,0,1,Thursday
Female,53,24,Cash,2021-01-07,11:04:00,11:04:00,11:11:00,0 days 00:00:00,0,2,Thursday
Female,65,23,Credit Card,2021-01-07,11:04:00,11:04:00,11:12:00,0 days 00:00:00,0,3,Thursday
Male,33,22,Debit Card,2021-01-07,11:05:00,11:09:00,11:14:00,0 days 00:04:00,1,1,Thursday
Female,15,15,Cash,2021-01-07,11:07:00,11:11:00,11:16:00,0 days 00:04:00,1,2,Thursday
Female,29,29,Cash,2021-01-07,11:07:00,11:12:00,11:19:00,0 days 00:05:00,1,3,Thursday
Female,30,17,Credit Card,2021-01-07,11:08:00,11:14:00,11:18:00,0 days 00:06:00,2,1,Thursday
Male,18,26,Cash,2021-01-07,11:16:00,11:16:00,11:22:00,0 days 00:00:00,0,2,Thursday
Male,38,24,Cash,2021-01-07,11:16:00,11:19:00,11:25:00,0 days 00:03:00,1,3,Thursday
Male,41,18,Credit Card,2021-01-07,11:17:00,11:18:00,11:22:00,0 days 00:01:00,1,1,Thursday
Female,58,17,Credit Card,2021-01-07,11:17:00,11:22:00,11:27:00,0 days 00:05:00,1,2,Thursday
Male,52,20,Cash,2021-01-07,11:18:00,11:25:00,11:30:00,0 days 00:07:00,2,3,Thursday
Female,40,18,Debit Card,2021-01-07,11:18:00,11:22:00,11:26:00,0 days 00:04:00,2,1,Thursday
Female,21,11,Cash,2021-01-07,11:19:00,11:27:00,11:30:00,0 days 00:08:00,2,2,Thursday
Female,46,29,Credit Card,2021-01-07,11:19:00,11:30:00,11:37:00,0 days 00:11:00,3,3,Thursday
Male,57,28,Credit Card,2021-01-07,11:20:00,11:26:00,11:33:00,0 days 00:06:00,2,1,Thursday
Male,46,16,Debit Card,2021-01-07,11:20:00,11:30:00,11:34:00,0 days 00:10:00,3,2,Thursday
Female,48,29,Credit Card,2021-01-07,11:21:00,11:37:00,11:44:00,0 days 00:16:00,3,3,Thursday
Female,24,23,Cash,2021-01-07,11:21:00,11:33:00,11:38:00,0 days 00:12:00,3,1,Thursday
Male,45,27,Debit Card,2021-01-07,11:21:00,11:34:00,11:39:00,0 days 00:13:00,4,2,Thursday
Female,23,10,Credit Card,2021-01-07,11:22:00,11:44:00,11:45:00,0 days 00:22:00,4,3,Thursday
Male,65,22,Credit Card,2021-01-07,11:26:00,11:38:00,11:44:00,0 days 00:12:00,3,1,Thursday
Female,59,28,Credit Card,2021-01-07,11:29:00,11:39:00,11:45:00,0 days 00:10:00,3,2,Thursday
Male,14,21,Credit Card,2021-01-07,11:30:00,11:45:00,11:49:00,0 days 00:15:00,4,3,Thursday
Female,40,29,Cash,2021-01-07,11:32:00,11:44:00,11:49:00,0 days 00:12:00,3,1,Thursday
Male,63,12,Debit Card,2021-01-07,11:45:00,11:45:00,11:49:00,0 days 00:00:00,0,2,Thursday
Male,46,24,Cash,2021-01-07,11:47:00,11:49:00,11:54:00,0 days 00:02:00,1,3,Thursday
Male,28,16,Cash,2021-01-07,11:49:00,11:49:00,11:52:00,0 days 00:00:00,0,1,Thursday
Male,49,13,Credit Card,2021-01-07,11:50:00,11:50:00,11:54:00,0 days 00:00:00,0,2,Thursday
Female,13,20,Cash,2021-01-07,11:53:00,11:54:00,11:58:00,0 days 00:01:00,1,2,Thursday
Male,28,26,Cash,2021-01-07,11:53:00,11:54:00,12:00:00,0 days 00:01:00,1,3,Thursday
Female,56,13,Credit Card,2021-01-07,11:56:00,11:56:00,12:01:00,0 days 00:00:00,0,1,Thursday
Male,17,22,Credit Card,2021-01-07,11:57:00,11:58:00,12:03:00,0 days 00:01:00,1,2,Thursday
Female,51,25,Credit Card,2021-01-07,12:02:00,12:02:00,12:08:00,0 days 00:00:00,0,1,Thursday
Female,39,13,Cash,2021-01-07,12:05:00,12:05:00,12:09:00,0 days 00:00:00,0,2,Thursday
Female,36,24,Cash,2021-01-07,12:05:00,12:05:00,12:11:00,0 days 00:00:00,0,3,Thursday
Male,29,22,Cash,2021-01-07,12:05:00,12:08:00,12:13:00,0 days 00:03:00,1,1,Thursday
Female,56,17,Cash,2021-01-07,12:06:00,12:09:00,12:14:00,0 days 00:03:00,1,2,Thursday
Female,62,13,Cash,2021-01-07,12:06:00,12:11:00,12:17:00,0 days 00:05:00,1,3,Thursday
Female,55,13,Credit Card,2021-01-07,12:09:00,12:13:00,12:17:00,0 days 00:04:00,1,1,Thursday
Male,47,23,Cash,2021-01-07,12:09:00,12:14:00,12:20:00,0 days 00:05:00,2,2,Thursday
Male,29,12,Cash,2021-01-07,12:10:00,12:17:00,12:21:00,0 days 00:07:00,2,3,Thursday
Female,31,25,Cash,2021-01-07,12:11:00,12:17:00,12:23:00,0 days 00:06:00,2,1,Thursday
Female,46,10,Cash,2021-01-07,12:11:00,12:20:00,12:24:00,0 days 00:09:00,2,2,Thursday
Female,62,19,Credit Card,2021-01-07,12:12:00,12:21:00,12:27:00,0 days 00:09:00,2,3,Thursday
Female,48,22,Credit Card,2021-01-07,12:13:00,12:23:00,12:28:00,0 days 00:10:00,3,1,Thursday
Male,15,27,Debit Card,2021-01-07,12:13:00,12:24:00,12:29:00,0 days 00:11:00,3,2,Thursday
Female,45,10,Cash,2021-01-07,12:13:00,12:27:00,12:30:00,0 days 00:13:00,3,3,Thursday
Female,61,22,Debit Card,2021-01-07,12:34:00,12:34:00,12:40:00,0 days 00:00:00,0,1,Thursday
Male,22,10,Cash,2021-01-07,12:36:00,12:36:00,12:40:00,0 days 00:00:00,0,2,Thursday
Female,53,10,Credit Card,2021-01-07,12:36:00,12:36:00,12:39:00,0 days 00:00:00,0,3,Thursday
Male,20,30,Cash,2021-01-07,12:39:00,12:39:00,12:46:00,0 days 00:00:00,0,3,Thursday
Female,15,13,Cash,2021-01-07,12:40:00,12:40:00,12:44:00,0 days 00:00:00,0,1,Thursday
Male,34,26,Cash,2021-01-07,12:40:00,12:40:00,12:47:00,0 days 00:00:00,0,2,Thursday
Male,28,19,Cash,2021-01-07,12:40:00,12:44:00,12:48:00,0 days 00:04:00,1,1,Thursday
Female,41,29,Cash,2021-01-07,12:41:00,12:46:00,12:54:00,0 days 00:05:00,1,3,Thursday
Female,34,14,Credit Card,2021-01-07,12:45:00,12:47:00,12:50:00,0 days 00:02:00,1,2,Thursday
Female,49,13,Cash,2021-01-07,12:45:00,12:48:00,12:51:00,0 days 00:03:00,1,1,Thursday
Male,44,17,Credit Card,2021-01-07,12:47:00,12:50:00,12:55:00,0 days 00:03:00,2,2,Thursday
Female,59,27,Cash,2021-01-07,12:47:00,12:51:00,12:57:00,0 days 00:04:00,2,1,Thursday
Female,49,26,Cash,2021-01-07,12:49:00,12:54:00,13:00:00,0 days 00:05:00,1,3,Thursday
Female,37,26,Cash,2021-01-07,12:50:00,12:55:00,13:01:00,0 days 00:05:00,2,2,Thursday
Female,14,10,Credit Card,2021-01-07,12:51:00,12:57:00,13:00:00,0 days 00:06:00,2,1,Thursday
Female,17,20,Cash,2021-01-07,12:52:00,13:00:00,13:05:00,0 days 00:08:00,2,1,Thursday
Female,50,14,Cash,2021-01-07,12:54:00,13:00:00,13:05:00,0 days 00:06:00,2,3,Thursday
